,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601901.SH,20201231,10.27,10.37,10.05,10.37,9.43,0.94,9.9682,1099592.12,1130874.448
1,601901.SH,20201230,8.9,9.43,8.78,9.43,8.57,0.86,10.035,1628989.89,1511245.825
2,601901.SH,20201229,8.58,8.69,8.5,8.57,8.52,0.05,0.5869,290998.5,249487.533
3,601901.SH,20201228,8.5,8.64,8.45,8.52,8.58,-0.06,-0.6993,246879.58,210952.938
4,601901.SH,20201225,8.3,8.64,8.28,8.58,8.31,0.27,3.2491,288667.37,246405.084
5,601901.SH,20201224,8.48,8.56,8.3,8.31,8.48,-0.17,-2.0047,196711.58,165199.877
6,601901.SH,20201223,8.43,8.55,8.37,8.48,8.36,0.12,1.4354,305750.66,258686.133
7,601901.SH,20201222,8.75,8.78,8.36,8.36,8.75,-0.39,-4.4571,308062.8,264089.411
8,601901.SH,20201221,8.65,8.84,8.65,8.75,8.7,0.05,0.5747,201668.33,176364.415
9,601901.SH,20201218,8.72,8.85,8.65,8.7,8.74,-0.04,-0.4577,202372.07,176680.229
10,601901.SH,20201217,8.56,8.78,8.5,8.74,8.6,0.14,1.6279,294942.7,255637.367
11,601901.SH,20201216,8.55,8.67,8.49,8.6,8.53,0.07,0.8206,224204.62,192707.997
12,601901.SH,20201215,8.48,8.6,8.46,8.53,8.53,0.0,0.0,244923.29,208696.06
13,601901.SH,20201214,8.71,8.76,8.43,8.53,8.76,-0.23,-2.6256,339242.5,291096.444
14,601901.SH,20201211,8.78,8.91,8.62,8.76,8.82,-0.06,-0.6803,389325.33,341413.324
15,601901.SH,20201210,8.65,8.88,8.61,8.82,8.67,0.15,1.7301,336494.08,295628.704
16,601901.SH,20201209,8.94,9.04,8.67,8.67,8.96,-0.29,-3.2366,367591.35,326510.188
17,601901.SH,20201208,8.9,9.1,8.89,8.96,8.93,0.03,0.3359,253755.89,227816.287
18,601901.SH,20201207,9.14,9.2,8.93,8.93,9.2,-0.27,-2.9348,414397.36,375354.736
19,601901.SH,20201204,9.35,9.4,9.08,9.2,9.42,-0.22,-2.3355,452986.65,417237.714
20,601901.SH,20201203,9.29,9.49,9.22,9.42,9.31,0.11,1.1815,594566.0,556201.258
21,601901.SH,20201202,9.22,9.38,9.14,9.31,9.23,0.08,0.8667,651829.31,604677.199
22,601901.SH,20201201,8.98,9.32,8.93,9.23,9.02,0.21,2.3282,668145.51,610042.156
23,601901.SH,20201130,9.13,9.4,9.02,9.02,9.1,-0.08,-0.8791,829574.19,766890.489
24,601901.SH,20201127,8.9,9.1,8.88,9.1,8.92,0.18,2.0179,255353.7,229767.102
25,601901.SH,20201126,8.95,9.05,8.88,8.92,8.98,-0.06,-0.6682,250150.8,223843.286
26,601901.SH,20201125,9.22,9.28,8.98,8.98,9.14,-0.16,-1.7505,337575.46,307361.723
27,601901.SH,20201124,9.16,9.27,9.12,9.14,9.23,-0.09,-0.9751,338478.17,310884.408
28,601901.SH,20201123,9.03,9.4,9.02,9.23,9.06,0.17,1.8764,735623.01,680994.707
29,601901.SH,20201120,8.97,9.08,8.95,9.06,9.01,0.05,0.5549,289155.94,260878.698
30,601901.SH,20201119,8.91,9.01,8.78,9.01,8.95,0.06,0.6704,321734.54,286239.44
31,601901.SH,20201118,8.92,9.07,8.91,8.95,8.94,0.01,0.1119,298200.21,268086.958
32,601901.SH,20201117,8.95,8.96,8.83,8.94,8.98,-0.04,-0.4454,256464.73,227700.867
33,601901.SH,20201116,9.07,9.1,8.83,8.98,9.0,-0.02,-0.2222,342742.94,306468.311
34,601901.SH,20201113,8.83,9.05,8.75,9.0,8.87,0.13,1.4656,381263.65,340702.347
35,601901.SH,20201112,8.95,9.05,8.84,8.87,8.95,-0.08,-0.8939,331278.51,295108.208
36,601901.SH,20201111,9.11,9.19,8.93,8.95,9.16,-0.21,-2.2926,436950.0,395502.383
37,601901.SH,20201110,9.5,9.5,9.12,9.16,9.53,-0.37,-3.8825,651051.64,605998.839
38,601901.SH,20201109,9.48,9.77,9.27,9.53,9.3,0.23,2.4731,1029819.88,979671.137
39,601901.SH,20201106,9.15,9.33,9.06,9.3,9.1,0.2,2.1978,738065.27,680758.729
40,601901.SH,20201105,9.13,9.28,9.02,9.1,9.02,0.08,0.8869,589555.94,537915.867
41,601901.SH,20201104,9.22,9.22,8.87,9.02,9.34,-0.32,-3.4261,784408.23,708619.798
42,601901.SH,20201103,9.19,9.53,9.11,9.34,9.17,0.17,1.8539,842949.9,787078.526
43,601901.SH,20201102,9.42,9.6,8.96,9.17,9.29,-0.12,-1.2917,957131.12,886973.124
44,601901.SH,20201030,9.51,9.76,9.29,9.29,9.63,-0.34,-3.5306,1223971.26,1157987.663
45,601901.SH,20201029,9.05,9.98,9.03,9.63,9.17,0.46,5.0164,1512258.74,1441172.265
46,601901.SH,20201028,8.88,9.48,8.85,9.17,8.97,0.2,2.2297,1146875.33,1054981.067
47,601901.SH,20201027,8.6,9.15,8.55,8.97,8.69,0.28,3.2221,818504.24,728146.301
48,601901.SH,20201026,8.62,8.93,8.54,8.69,8.71,-0.02,-0.2296,606787.75,530571.029
49,601901.SH,20201023,8.93,8.93,8.7,8.71,8.95,-0.24,-2.6816,678915.91,597944.601
50,601901.SH,20201022,8.37,9.21,8.32,8.95,8.37,0.58,6.9295,1000371.92,893212.453
51,601901.SH,20201021,8.33,8.44,8.29,8.37,8.34,0.03,0.3597,137878.27,115157.619
52,601901.SH,20201020,8.32,8.36,8.24,8.34,8.32,0.02,0.2404,152495.16,126664.212
53,601901.SH,20201019,8.6,8.64,8.3,8.32,8.52,-0.2,-2.3474,240884.1,203929.088
54,601901.SH,20201016,8.51,8.58,8.48,8.52,8.52,0.0,0.0,125273.43,106877.491
55,601901.SH,20201015,8.6,8.69,8.51,8.52,8.58,-0.06,-0.6993,145678.63,125028.618
56,601901.SH,20201014,8.66,8.69,8.52,8.58,8.66,-0.08,-0.9238,162509.03,139592.997
57,601901.SH,20201013,8.68,8.7,8.63,8.66,8.75,-0.09,-1.0286,199998.37,173173.394
58,601901.SH,20201012,8.56,8.78,8.55,8.75,8.53,0.22,2.5791,369744.17,322319.724
59,601901.SH,20201009,8.45,8.56,8.45,8.53,8.4,0.13,1.5476,179141.01,152717.68
60,601901.SH,20200930,8.43,8.51,8.37,8.4,8.46,-0.06,-0.7092,164399.99,138897.302
61,601901.SH,20200929,8.49,8.55,8.45,8.46,8.48,-0.02,-0.2358,149769.04,127234.675
62,601901.SH,20200928,8.35,8.52,8.32,8.48,8.39,0.09,1.0727,199717.18,169100.348
63,601901.SH,20200925,8.32,8.49,8.28,8.39,8.28,0.11,1.3285,234848.69,197048.689
64,601901.SH,20200924,8.4,8.54,8.23,8.28,8.45,-0.17,-2.0118,285020.61,239097.187
65,601901.SH,20200923,8.46,8.58,8.42,8.45,8.51,-0.06,-0.7051,186505.99,158179.779
66,601901.SH,20200922,8.38,8.74,8.35,8.51,8.46,0.05,0.591,431047.9,369802.036
67,601901.SH,20200921,8.75,8.77,8.44,8.46,8.48,-0.02,-0.2358,454934.01,390145.176
68,601901.SH,20200918,8.16,8.52,8.14,8.48,8.16,0.32,3.9216,384665.65,321116.572
69,601901.SH,20200917,8.19,8.24,8.14,8.16,8.22,-0.06,-0.7299,143949.09,117715.727
70,601901.SH,20200916,8.22,8.33,8.19,8.22,8.27,-0.05,-0.6046,154272.31,127274.518
71,601901.SH,20200915,8.21,8.4,8.18,8.27,8.18,0.09,1.1002,217453.04,180382.771
72,601901.SH,20200914,8.25,8.29,8.15,8.18,8.21,-0.03,-0.3654,172599.13,141727.94
73,601901.SH,20200911,8.27,8.32,8.12,8.21,8.25,-0.04,-0.4848,193093.19,158753.609
74,601901.SH,20200910,8.62,8.65,8.22,8.25,8.55,-0.3,-3.5088,320745.29,270834.058
75,601901.SH,20200909,8.55,8.7,8.54,8.55,8.65,-0.1,-1.1561,273413.65,235403.115
76,601901.SH,20200908,8.54,8.74,8.52,8.65,8.54,0.11,1.2881,294406.05,253894.652
77,601901.SH,20200907,8.68,8.78,8.51,8.54,8.74,-0.2,-2.2883,263481.67,227653.325
78,601901.SH,20200904,8.62,8.84,8.59,8.74,8.76,-0.02,-0.2283,278881.23,243056.968
79,601901.SH,20200903,8.85,8.99,8.73,8.76,8.92,-0.16,-1.7937,386959.49,341508.731
80,601901.SH,20200902,8.86,9.08,8.77,8.92,8.74,0.18,2.0595,618241.19,554068.769
81,601901.SH,20200901,8.79,8.81,8.66,8.74,8.77,-0.03,-0.3421,237291.81,206951.436
82,601901.SH,20200831,8.86,9.02,8.76,8.77,8.84,-0.07,-0.7919,441243.09,393401.796
83,601901.SH,20200828,8.62,8.9,8.6,8.84,8.64,0.2,2.3148,363609.88,318069.868
84,601901.SH,20200827,8.63,8.68,8.56,8.64,8.61,0.03,0.3484,214768.51,185100.207
85,601901.SH,20200826,8.85,8.87,8.55,8.61,8.86,-0.25,-2.8217,471703.19,409474.799
86,601901.SH,20200825,8.95,9.07,8.84,8.86,8.95,-0.09,-1.0056,326899.81,292553.097
87,601901.SH,20200824,8.94,9.02,8.88,8.95,8.93,0.02,0.224,332846.84,297631.35
88,601901.SH,20200821,8.91,9.03,8.8,8.93,8.86,0.07,0.7901,342396.37,304780.277
89,601901.SH,20200820,8.97,9.04,8.8,8.86,9.01,-0.15,-1.6648,432082.58,383909.395
90,601901.SH,20200819,9.09,9.2,8.98,9.01,9.19,-0.18,-1.9587,503984.59,457765.051
91,601901.SH,20200818,9.21,9.32,9.12,9.19,9.22,-0.03,-0.3254,614286.23,566111.808
92,601901.SH,20200817,8.9,9.6,8.88,9.22,8.73,0.49,5.6128,1375438.56,1265104.009
